"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.316818314E2,6.518329711E1,2.532382265E1,-5.617262054E0,1.590000033E0,1.470000000E2,5.215095043E0,5.337415218E0
4.326814386E2,6.518328455E1,2.532384121E1,-5.628268557E0,1.570000052E0,1.478000031E2,5.280243397E0,5.404394150E0
4.336818072E2,6.518327208E1,2.532385935E1,-5.644554736E0,1.570000052E0,1.471999969E2,5.340938568E0,5.470934868E0
4.346816505E2,6.518325834E1,2.532387740E1,-5.566540979E0,1.669999957E0,1.496999969E2,5.430097103E0,5.496659279E0
4.356821744E2,6.518324563E1,2.532389444E1,-5.745852179E0,1.519999981E0,1.471999969E2,5.411290646E0,5.826758385E0
4.366819036E2,6.518323225E1,2.532391139E1,-5.740928442E0,1.600000024E0,1.515000000E2,5.424910545E0,5.845879555E0
4.376813921E2,6.518321893E1,2.532392690E1,-5.825726726E0,1.590000033E0,1.530000000E2,5.458619595E0,5.842372417E0
4.386814485E2,6.518320639E1,2.532394329E1,-5.817599188E0,1.590000033E0,1.518999939E2,5.393312454E0,5.810989857E0
4.396822222E2,6.518319341E1,2.532395856E1,-5.733940665E0,1.610000014E0,1.526999969E2,5.442703724E0,5.806988239E0
4.406822422E2,6.518317984E1,2.532397214E1,-5.726850814E0,1.600000024E0,1.566000061E2,5.389050961E0,5.789385319E0
4.416815442E2,6.518316629E1,2.532398623E1,-5.798862425E0,1.610000014E0,1.566999969E2,5.371644497E0,5.758944511E0
4.426819062E2,6.518315246E1,2.532399975E1,-5.790917964E0,1.690000057E0,1.576999969E2,5.419751167E0,5.798143387E0
4.436814150E2,6.518313986E1,2.532401363E1,-5.901016037E0,1.590000033E0,1.556999969E2,5.441468716E0,5.788481712E0
4.446819032E2,6.518312630E1,2.532402718E1,-5.883824880E0,1.639999986E0,1.571000061E2,5.543438911E0,5.840268612E0
4.456818077E2,6.518311306E1,2.532404246E1,-5.896662808E0,1.600000024E0,1.531999969E2,5.581194878E0,5.836276054E0
4.466816055E2,6.518309954E1,2.532405618E1,-5.883408403E0,1.590000033E0,1.553999939E2,5.582831860E0,5.834007740E0
4.476814797E2,6.518308601E1,2.532406952E1,-5.829626731E0,1.610000014E0,1.573999939E2,5.500923634E0,5.828122616E0
4.486822223E2,6.518307127E1,2.532408016E1,-5.782742006E0,1.659999967E0,1.625000000E2,5.518670559E0,5.814095974E0
4.496816864E2,6.518305724E1,2.532409003E1,-5.701433976E0,1.580000043E0,1.626999969E2,4.521936893E0,4.802193165E0
4.506822735E2,6.518304225E1,2.532409913E1,-5.509377339E0,1.690000057E0,1.658000031E2,3.790092468E0,3.271005154E0
4.516819340E2,6.518302834E1,2.532410921E1,-5.498931142E0,1.580000043E0,1.635000000E2,3.790092468E0,3.537275076E0
4.526815822E2,6.518301504E1,2.532411961E1,-5.736654128E0,1.539999962E0,1.610000000E2,3.869133711E0,3.759710073E0
4.536817233E2,6.518300099E1,2.532412858E1,-5.805797945E0,1.590000033E0,1.641999969E2,3.961752653E0,3.964422941E0
4.546812936E2,6.518298581E1,2.532413737E1,-5.631380439E0,1.710000038E0,1.643999939E2,4.078283310E0,4.162425995E0
4.556817940E2,6.518297129E1,2.532414434E1,-5.497307898E0,1.590000033E0,1.658999939E2,3.811842918E0,3.676083565E0
4.566815231E2,6.518295653E1,2.532415238E1,-5.633803853E0,1.610000014E0,1.653000031E2,3.914787054E0,3.920683146E0
4.576820827E2,6.518294199E1,2.532416018E1,-5.584478437E0,1.590000033E0,1.661000061E2,4.084285259E0,4.540219307E0
4.586818106E2,6.518292762E1,2.532416815E1,-5.581631342E0,1.590000033E0,1.681000061E2,3.790092468E0,3.467046499E0
4.596822266E2,6.518291347E1,2.532417540E1,-5.698901701E0,1.580000043E0,1.685000000E2,3.790092468E0,2.885838985E0
4.606816913E2,6.518289970E1,2.532418357E1,-5.790995052E0,1.549999952E0,1.661000061E2,3.790092468E0,2.500000000E0
4.616822125E2,6.518288450E1,2.532418721E1,-5.704103063E0,1.570000052E0,1.713000031E2,3.790092468E0,2.500000000E0
4.626819833E2,6.518286957E1,2.532419263E1,-5.793327771E0,1.620000005E0,1.686000061E2,3.790092468E0,2.500000000E0
4.636814832E2,6.518285490E1,2.532419774E1,-5.663436465E0,1.620000005E0,1.703000031E2,3.790092468E0,2.500000000E0
4.646821274E2,6.518284117E1,2.532420327E1,-5.794379282E0,1.519999981E0,1.713999939E2,3.790092468E0,2.500000000E0
4.656813086E2,6.518282691E1,2.532420852E1,-5.869840936E0,1.549999952E0,1.731000061E2,3.790092468E0,2.500000000E0
4.666816496E2,6.518281210E1,2.532421613E1,-5.913166794E0,1.659999967E0,1.686999969E2,3.790092468E0,2.500000000E0
4.676822072E2,6.518279710E1,2.532422121E1,-6.034404480E0,1.639999986E0,1.723999939E2,3.790092468E0,2.500000000E0
4.686814696E2,6.518278151E1,2.532422287E1,-6.010439969E0,1.690000057E0,1.781999969E2,3.790092468E0,2.500000000E0
4.696816969E2,6.518276646E1,2.532422432E1,-6.051508735E0,1.669999957E0,1.761000061E2,3.790092468E0,2.500000000E0
4.706816581E2,6.518275102E1,2.532422419E1,-6.107165047E0,1.679999948E0,1.783000031E2,3.790092468E0,2.500000000E0
4.716814014E2,6.518273533E1,2.532422430E1,-6.018961319E0,1.730000019E0,1.780000000E2,3.790092468E0,2.500000000E0
4.726817822E2,6.518271978E1,2.532422571E1,-6.118898250E0,1.700000048E0,1.770000000E2,3.790092468E0,2.500000000E0
4.736814266E2,6.518270476E1,2.532422694E1,-6.213952674E0,1.639999986E0,1.780000000E2,3.790092468E0,2.500000000E0
4.746816463E2,6.518268929E1,2.532422654E1,-6.257432516E0,1.759999990E0,1.795000000E2,3.790092468E0,2.500000000E0
4.756819623E2,6.518267470E1,2.532422537E1,-6.172159305E0,1.590000033E0,1.813999939E2,3.790092468E0,2.500000000E0
4.766820976E2,6.518265949E1,2.532422502E1,-6.087770615E0,1.659999967E0,1.821999969E2,3.790092468E0,2.500000000E0
4.776820616E2,6.518264425E1,2.532422282E1,-5.931635482E0,1.669999957E0,1.823000031E2,3.790092468E0,2.500000000E0
4.786820865E2,6.518262883E1,2.532422202E1,-5.920092242E0,1.710000038E0,1.806000061E2,3.790092468E0,2.500000000E0
4.796814964E2,6.518261401E1,2.532422049E1,-5.672526512E0,1.669999957E0,1.801999969E2,3.790092468E0,2.500000000E0
4.806817255E2,6.518259879E1,2.532421728E1,-5.688724371E0,1.740000010E0,1.811999969E2,3.790092468E0,2.500000000E0
4.816814273E2,6.518258357E1,2.532421478E1,-5.653347370E0,1.740000010E0,1.813000031E2,3.790092468E0,2.500000000E0
4.826819130E2,6.518256827E1,2.532421556E1,-5.829303849E0,1.690000057E0,1.783000031E2,3.790092468E0,2.500000000E0
4.836814135E2,6.518255362E1,2.532421686E1,-5.875652390E0,1.659999967E0,1.775000000E2,3.790092468E0,2.500000000E0
4.846816667E2,6.518253864E1,2.532421446E1,-5.851536474E0,1.669999957E0,1.815000000E2,3.790092468E0,2.500000000E0
4.856820847E2,6.518252321E1,2.532421322E1,-5.745663490E0,1.690000057E0,1.813000031E2,3.790092468E0,2.500000000E0
4.866822586E2,6.518250867E1,2.532421417E1,-5.876210159E0,1.629999995E0,1.785000000E2,3.790092468E0,2.500000000E0
4.876817374E2,6.518249316E1,2.532421349E1,-5.916638283E0,1.720000029E0,1.808999939E2,3.790092468E0,2.500000000E0
4.886818152E2,6.518247810E1,2.532421356E1,-5.857640203E0,1.659999967E0,1.781000061E2,3.790092468E0,2.500000000E0
4.896822779E2,6.518246244E1,2.532421262E1,-5.640103220E0,1.710000038E0,1.796999969E2,3.790092468E0,2.500000000E0
4.906818284E2,6.518244717E1,2.532421401E1,-5.633442396E0,1.669999957E0,1.780000000E2,3.790092468E0,2.500000000E0
4.916820750E2,6.518243123E1,2.532421419E1,-5.491649659E0,1.710000038E0,1.798000031E2,3.790092468E0,2.500000000E0
4.926821888E2,6.518241587E1,2.532421353E1,-5.549137180E0,1.700000048E0,1.811000061E2,3.790092468E0,2.500000000E0
4.936815718E2,6.518240065E1,2.532421064E1,-5.618160897E0,1.649999976E0,1.806999969E2,3.790092468E0,2.500000000E0
4.946819740E2,6.518238447E1,2.532420725E1,-5.475514316E0,1.720000029E0,1.826000061E2,3.790092468E0,2.500000000E0
4.956820753E2,6.518236867E1,2.532420565E1,-5.329022326E0,1.690000057E0,1.798999939E2,3.790092468E0,2.559751987E0
4.966820522E2,6.518235369E1,2.532420603E1,-5.415013233E0,1.620000005E0,1.783000031E2,3.790092468E0,2.810584545E0
4.976815339E2,6.518233865E1,2.532420662E1,-5.487881505E0,1.720000029E0,1.793999939E2,3.790092468E0,3.085007429E0
4.986815693E2,6.518232390E1,2.532420592E1,-5.447285847E0,1.659999967E0,1.793000031E2,1.005237579E1,3.350442886E0
4.996817203E2,6.518230864E1,2.532420437E1,-5.275037282E0,1.679999948E0,1.816999969E2,9.935046196E0,2.573893309E0
5.006818268E2,6.518229374E1,2.532420303E1,-5.167547154E0,1.679999948E0,1.808000031E2,9.935046196E0,2.500000000E0
5.016816376E2,6.518227900E1,2.532420327E1,-5.068845829E0,1.690000057E0,1.781999969E2,9.935046196E0,2.500000000E0
5.026820786E2,6.518226455E1,2.532420331E1,-5.119924966E0,1.659999967E0,1.788000031E2,9.935046196E0,2.500000000E0
5.036817405E2,6.518224985E1,2.532420376E1,-5.343794417E0,1.679999948E0,1.811000061E2,9.935046196E0,2.500000000E0
5.046819699E2,6.518223495E1,2.532420210E1,-5.224402502E0,1.669999957E0,1.811000061E2,9.935046196E0,2.607035637E0
5.056814751E2,6.518222067E1,2.532420245E1,-5.340178925E0,1.639999986E0,1.801999969E2,9.935046196E0,2.867798090E0
5.066819396E2,6.518220664E1,2.532420235E1,-5.415489261E0,1.629999995E0,1.810000000E2,9.935046196E0,3.135835886E0
5.076818336E2,6.518219170E1,2.532420015E1,-5.410660431E0,1.679999948E0,1.803999939E2,9.935046196E0,2.500000000E0
5.086820409E2,6.518217716E1,2.532419817E1,-5.386483610E0,1.669999957E0,1.803999939E2,9.935046196E0,2.500000000E0
5.096818098E2,6.518216275E1,2.532419824E1,-5.295167742E0,1.659999967E0,1.765000000E2,9.935046196E0,2.500000000E0
5.106818505E2,6.518214756E1,2.532419929E1,-5.102593945E0,1.669999957E0,1.771999969E2,9.935046196E0,2.500000000E0
5.116817075E2,6.518213193E1,2.532419970E1,-5.043503952E0,1.679999948E0,1.778000031E2,9.935046196E0,2.500000000E0
5.126818775E2,6.518211673E1,2.532419876E1,-4.935525305E0,1.620000005E0,1.781000061E2,9.935046196E0,2.500000000E0
5.136820685E2,6.518210208E1,2.532419696E1,-5.070528077E0,1.669999957E0,1.816000061E2,9.935046196E0,2.500000000E0
5.146822761E2,6.518208760E1,2.532419690E1,-5.175074018E0,1.600000024E0,1.785000000E2,9.935046196E0,2.500000000E0
5.156818111E2,6.518207255E1,2.532419788E1,-4.908098452E0,1.720000029E0,1.793000031E2,9.935046196E0,2.500000000E0
5.166817684E2,6.518205829E1,2.532419645E1,-4.803355247E0,1.669999957E0,1.808000031E2,9.935046196E0,2.500000000E0
5.176822364E2,6.518204375E1,2.532419632E1,-4.717654591E0,1.669999957E0,1.761000061E2,9.935046196E0,2.500000000E0
5.186817596E2,6.518202907E1,2.532419815E1,-4.648371900E0,1.629999995E0,1.765000000E2,9.935046196E0,2.500000000E0
5.196822793E2,6.518201391E1,2.532420007E1,-5.085558673E0,1.700000048E0,1.773000031E2,9.935046196E0,2.500000000E0
5.206819924E2,6.518199931E1,2.532420045E1,-5.032084440E0,1.700000048E0,1.771000061E2,9.935046196E0,2.500000000E0
5.216816882E2,6.518198514E1,2.532420079E1,-4.953952228E0,1.679999948E0,1.775000000E2,9.935046196E0,2.500000000E0
5.226821664E2,6.518197134E1,2.532420587E1,-4.920496918E0,1.620000005E0,1.728999939E2,9.935046196E0,2.500000000E0
5.236816260E2,6.518195680E1,2.532420817E1,-4.919268395E0,1.669999957E0,1.761000061E2,9.935046196E0,2.500000000E0
5.246822454E2,6.518194170E1,2.532421193E1,-4.795785859E0,1.710000038E0,1.716999969E2,9.935046196E0,2.500000000E0
5.256815017E2,6.518192847E1,2.532421909E1,-5.094422674E0,1.620000005E0,1.696999969E2,9.935046196E0,2.500000000E0
5.266819944E2,6.518191477E1,2.532422546E1,-5.026848485E0,1.610000014E0,1.726999969E2,9.935046196E0,2.500000000E0
5.276822903E2,6.518189940E1,2.532423252E1,-5.014143912E0,1.730000019E0,1.683999939E2,9.935046196E0,2.500000000E0
5.286818706E2,6.518188349E1,2.532423779E1,-4.933690428E0,1.669999957E0,1.665000000E2,9.935046196E0,2.500000000E0
5.296819854E2,6.518186908E1,2.532424417E1,-4.745754552E0,1.690000057E0,1.681999969E2,9.935046196E0,2.500000000E0
5.306816432E2,6.518185332E1,2.532424917E1,-4.648211358E0,1.679999948E0,1.666999969E2,9.935046196E0,2.500000000E0
5.316817487E2,6.518183778E1,2.532425807E1,-4.747383746E0,1.669999957E0,1.636999969E2,9.935046196E0,2.500000000E0
5.326823314E2,6.518182082E1,2.532426499E1,-4.335935727E0,1.779999971E0,1.661999969E2,9.935046196E0,2.500000000E0
5.336816125E2,6.518180474E1,2.532427207E1,-4.333911946E0,1.679999948E0,1.625000000E2,9.935046196E0,2.500000000E0
5.346820393E2,6.518178923E1,2.532428028E1,-4.063333521E0,1.690000057E0,1.601000061E2,9.935046196E0,2.500000000E0
5.356822432E2,6.518177370E1,2.532429199E1,-4.103362245E0,1.690000057E0,1.601000061E2,9.935046196E0,2.500000000E0
5.366818434E2,6.518175885E1,2.532430463E1,-4.216633299E0,1.690000057E0,1.563999939E2,9.935046196E0,2.500000000E0
5.376820305E2,6.518174430E1,2.532431654E1,-4.147287474E0,1.669999957E0,1.590000000E2,9.935046196E0,2.500000000E0
5.386814388E2,6.518172944E1,2.532432732E1,-3.928588709E0,1.730000019E0,1.600000000E2,9.935046196E0,2.500000000E0
5.396820317E2,6.518171407E1,2.532434036E1,-3.810108928E0,1.759999990E0,1.580000000E2,9.935046196E0,2.500000000E0
5.406820239E2,6.518169882E1,2.532435421E1,-3.851052862E0,1.750000000E0,1.565000000E2,9.935046196E0,2.500000000E0
5.416822072E2,6.518168563E1,2.532437090E1,-3.998442536E0,1.659999967E0,1.551999969E2,9.935046196E0,2.500000000E0
5.426822668E2,6.518167191E1,2.532438591E1,-3.967609648E0,1.740000010E0,1.576000061E2,9.935046196E0,2.500000000E0
5.436817765E2,6.518165826E1,2.532439973E1,-4.031625684E0,1.669999957E0,1.565000000E2,9.935046196E0,2.500000000E0
5.446820573E2,6.518164487E1,2.532441583E1,-4.194945562E0,1.649999976E0,1.511000061E2,9.935046196E0,2.500000000E0
5.456822191E2,6.518163062E1,2.532443087E1,-4.251819921E0,1.700000048E0,1.551000061E2,9.935046196E0,2.500000000E0
5.466817657E2,6.518161743E1,2.532444410E1,-4.423197157E0,1.590000033E0,1.541000061E2,9.935046196E0,2.500000000E0
5.476821914E2,6.518160333E1,2.532445902E1,-4.592193200E0,1.740000010E0,1.538000031E2,9.935046196E0,2.500000000E0
5.486815673E2,6.518158902E1,2.532447344E1,-4.498554968E0,1.740000010E0,1.530000000E2,9.935046196E0,2.500000000E0
5.496820230E2,6.518157541E1,2.532449091E1,-4.450936942E0,1.740000010E0,1.490000000E2,9.935046196E0,2.500000000E0
5.506817762E2,6.518156202E1,2.532450620E1,-4.417235511E0,1.700000048E0,1.530000000E2,9.935046196E0,2.500000000E0
5.516812879E2,6.518154813E1,2.532452244E1,-4.445423273E0,1.679999948E0,1.521000061E2,9.935046196E0,2.500000000E0
5.526815405E2,6.518153442E1,2.532453699E1,-4.540811196E0,1.710000038E0,1.545000000E2,9.935046196E0,2.500000000E0
5.536815510E2,6.518152135E1,2.532455247E1,-4.753569847E0,1.700000048E0,1.533999939E2,9.935046196E0,2.500000000E0
5.546820437E2,6.518150747E1,2.532456408E1,-4.660603824E0,1.679999948E0,1.551999969E2,9.935046196E0,2.500000000E0
5.556816793E2,6.518149342E1,2.532457800E1,-4.527903332E0,1.750000000E0,1.563999939E2,9.935046196E0,2.500000000E0
5.566820402E2,6.518147937E1,2.532459560E1,-4.624022853E0,1.769999981E0,1.536999969E2,9.935046196E0,2.500000000E0
5.576817993E2,6.518146636E1,2.532461400E1,-4.658497217E0,1.669999957E0,1.526000061E2,9.935046196E0,2.500000000E0
5.586823054E2,6.518145352E1,2.532463327E1,-4.445351852E0,1.649999976E0,1.526999969E2,9.935046196E0,2.500000000E0
5.596817332E2,6.518144075E1,2.532464844E1,-4.553984747E0,1.679999948E0,1.558000031E2,9.935046196E0,2.500000000E0
5.606821618E2,6.518142826E1,2.532466224E1,-4.646993076E0,1.629999995E0,1.538999939E2,9.935046196E0,2.500000000E0
5.616814700E2,6.518141526E1,2.532467552E1,-4.680736124E0,1.629999995E0,1.571000061E2,9.935046196E0,2.500000000E0
5.626815011E2,6.518140275E1,2.532469068E1,-4.720643566E0,1.669999957E0,1.526000061E2,9.935046196E0,2.500000000E0
5.636819895E2,6.518138821E1,2.532470498E1,-4.801321656E0,1.700000048E0,1.571000061E2,9.935046196E0,2.500000000E0
5.646820394E2,6.518137450E1,2.532472223E1,-4.807963886E0,1.659999967E0,1.543000031E2,9.935046196E0,2.500000000E0
5.656817042E2,6.518136053E1,2.532473782E1,-4.757538471E0,1.710000038E0,1.561000061E2,9.935046196E0,2.500000000E0
5.666817694E2,6.518134626E1,2.532475384E1,-4.831136251E0,1.620000005E0,1.525000000E2,9.935046196E0,2.500000000E0
5.676814663E2,6.518133266E1,2.532477032E1,-4.875742570E0,1.570000052E0,1.521000061E2,9.935046196E0,2.500000000E0
5.686819373E2,6.518131818E1,2.532478405E1,-4.951965248E0,1.620000005E0,1.573000031E2,9.935046196E0,2.500000000E0
5.696820338E2,6.518130343E1,2.532479650E1,-4.555959061E0,1.679999948E0,1.553999939E2,9.935046196E0,2.500000000E0
5.706822447E2,6.518128884E1,2.532481116E1,-4.521890957E0,1.720000029E0,1.541999969E2,9.935046196E0,2.500000000E0
5.716816208E2,6.518127483E1,2.532482632E1,-4.001983194E0,1.629999995E0,1.520000000E2,9.935046196E0,2.500000000E0
5.726820285E2,6.518126052E1,2.532484334E1,-4.127948905E0,1.669999957E0,1.533999939E2,9.935046196E0,2.500000000E0
5.736815470E2,6.518124661E1,2.532485934E1,-4.154793943E0,1.639999986E0,1.541000061E2,9.935046196E0,2.500000000E0
5.746820270E2,6.518123243E1,2.532487472E1,-4.176573061E0,1.720000029E0,1.558000031E2,9.935046196E0,2.500000000E0
5.756821891E2,6.518121816E1,2.532488884E1,-3.999560900E0,1.740000010E0,1.581000061E2,9.935046196E0,2.500000000E0
5.766822192E2,6.518120416E1,2.532490252E1,-3.960854633E0,1.700000048E0,1.576999969E2,9.935046196E0,2.500000000E0
5.776817165E2,6.518119003E1,2.532491657E1,-4.053129667E0,1.639999986E0,1.573999939E2,9.935046196E0,2.500000000E0
5.786813829E2,6.518117594E1,2.532493300E1,-4.102923743E0,1.700000048E0,1.541000061E2,9.935046196E0,2.500000000E0
5.796820453E2,6.518116264E1,2.532494837E1,-4.274544616E0,1.629999995E0,1.546999969E2,9.935046196E0,2.500000000E0
5.806812919E2,6.518114930E1,2.532496272E1,-4.583983071E0,1.580000043E0,1.541999969E2,9.935046196E0,2.500000000E0
5.816817231E2,6.518113516E1,2.532497640E1,-4.586170290E0,1.629999995E0,1.571999969E2,9.935046196E0,2.500000000E0
5.826815286E2,6.518112001E1,2.532499059E1,-4.620278279E0,1.769999981E0,1.578999939E2,9.935046196E0,2.500000000E0
5.836817077E2,6.518110653E1,2.532500718E1,-4.453031614E0,1.679999948E0,1.570000000E2,9.935046196E0,2.500000000E0
5.846819434E2,6.518109293E1,2.532502177E1,-4.414935707E0,1.669999957E0,1.573000031E2,9.935046196E0,2.500000000E0
5.856814854E2,6.518107965E1,2.532504068E1,-4.096382494E0,1.690000057E0,1.533999939E2,9.935046196E0,2.500000000E0
5.866815023E2,6.518106615E1,2.532505762E1,-3.906552737E0,1.600000024E0,1.513999939E2,9.935046196E0,2.500000000E0
5.876812687E2,6.518105180E1,2.532507398E1,-3.850084494E0,1.629999995E0,1.516000061E2,9.935046196E0,2.500000000E0
5.886819806E2,6.518103870E1,2.532508820E1,-3.633216947E0,1.600000024E0,1.551000061E2,9.935046196E0,2.500000000E0
5.896819226E2,6.518102554E1,2.532510225E1,-3.736600872E0,1.610000014E0,1.560000000E2,9.935046196E0,2.500000000E0
5.906822432E2,6.518101199E1,2.532511531E1,-3.714069286E0,1.620000005E0,1.581000061E2,9.935046196E0,2.500000000E0
5.916820499E2,6.518099889E1,2.532512856E1,-3.748788862E0,1.629999995E0,1.578000031E2,9.935046196E0,2.500000000E0
5.926814314E2,6.518098567E1,2.532514545E1,-3.558837188E0,1.620000005E0,1.526000061E2,9.935046196E0,2.500000000E0
5.936822678E2,6.518097185E1,2.532516130E1,-3.489002624E0,1.620000005E0,1.546000061E2,9.935046196E0,2.500000000E0
5.946816541E2,6.518095805E1,2.532517940E1,-3.395485947E0,1.610000014E0,1.533999939E2,9.935046196E0,2.500000000E0
5.956822896E2,6.518094389E1,2.532519655E1,-3.320585015E0,1.669999957E0,1.533999939E2,9.935046196E0,2.500000000E0
5.966822669E2,6.518092950E1,2.532521079E1,-3.530230490E0,1.639999986E0,1.538999939E2,9.935046196E0,2.500000000E0
5.976813993E2,6.518091537E1,2.532522711E1,-3.656928874E0,1.629999995E0,1.556000061E2,9.935046196E0,2.500000000E0
5.986820324E2,6.518090016E1,2.532524209E1,-3.886898486E0,1.730000019E0,1.573999939E2,9.935046196E0,2.500000000E0
5.996817370E2,6.518088700E1,2.532525797E1,-3.941575967E0,1.610000014E0,1.561000061E2,9.935046196E0,2.500000000E0
6.006820304E2,6.518087349E1,2.532527418E1,-3.975684355E0,1.690000057E0,1.553999939E2,9.935046196E0,2.500000000E0
6.016820287E2,6.518085932E1,2.532529088E1,-4.170314768E0,1.730000019E0,1.546000061E2,9.935046196E0,2.500000000E0
6.026816100E2,6.518084567E1,2.532530611E1,-4.103288042E0,1.649999976E0,1.536000061E2,9.935046196E0,2.500000000E0
6.036813603E2,6.518083114E1,2.532531977E1,-4.061651835E0,1.720000029E0,1.588999939E2,9.935046196E0,2.500000000E0
6.046815224E2,6.518081774E1,2.532533605E1,-4.061702647E0,1.639999986E0,1.540000000E2,9.935046196E0,2.500000000E0
6.056821035E2,6.518080348E1,2.532534951E1,-4.182542205E0,1.649999976E0,1.581000061E2,9.935046196E0,2.500000000E0
6.066817774E2,6.518078919E1,2.532536385E1,-4.199560760E0,1.610000014E0,1.581000061E2,9.935046196E0,2.500000000E0
6.076812702E2,6.518077341E1,2.532537527E1,-4.347621670E0,1.700000048E0,1.621999969E2,9.935046196E0,2.500000000E0
6.086820361E2,6.518075947E1,2.532538836E1,-4.489579634E0,1.590000033E0,1.578999939E2,9.935046196E0,2.500000000E0
6.096815844E2,6.518074614E1,2.532540171E1,-4.862067634E0,1.539999962E0,1.583000031E2,9.935046196E0,2.500000000E0
6.106822175E2,6.518073195E1,2.532541348E1,-4.869015989E0,1.649999976E0,1.611999969E2,9.935046196E0,2.500000000E0
6.116822555E2,6.518071702E1,2.532542425E1,-4.892809889E0,1.690000057E0,1.633999939E2,9.935046196E0,2.500000000E0
6.126819879E2,6.518070322E1,2.532543364E1,-4.791116372E0,1.639999986E0,1.645000000E2,9.935046196E0,2.500000000E0
6.136816091E2,6.518068863E1,2.532544389E1,-4.849822665E0,1.679999948E0,1.653999939E2,9.935046196E0,2.500000000E0
6.146822200E2,6.518067399E1,2.532545342E1,-4.809407992E0,1.659999967E0,1.655000000E2,9.935046196E0,2.500000000E0
6.156817832E2,6.518065901E1,2.532546219E1,-4.652599269E0,1.679999948E0,1.663999939E2,9.935046196E0,2.500000000E0
6.166813929E2,6.518064353E1,2.532547015E1,-4.698060976E0,1.679999948E0,1.681999969E2,9.935046196E0,2.500000000E0
6.176817796E2,6.518062789E1,2.532547890E1,-4.616569309E0,1.720000029E0,1.668999939E2,9.935046196E0,2.500000000E0
6.186813968E2,6.518061263E1,2.532548789E1,-4.666669578E0,1.659999967E0,1.688999939E2,9.935046196E0,2.500000000E0
6.196816046E2,6.518059736E1,2.532549089E1,-4.647679327E0,1.649999976E0,1.758000031E2,9.935046196E0,2.500000000E0
6.206821240E2,6.518058280E1,2.532549708E1,-4.684230743E0,1.639999986E0,1.731000061E2,9.935046196E0,2.500000000E0
6.216822490E2,6.518056727E1,2.532550400E1,-4.599931906E0,1.720000029E0,1.711999969E2,9.935046196E0,2.500000000E0
6.226814520E2,6.518055229E1,2.532550485E1,-4.458078491E0,1.629999995E0,1.798999939E2,9.935046196E0,2.500000000E0
6.236822186E2,6.518053726E1,2.532550405E1,-4.324343079E0,1.639999986E0,1.813999939E2,9.935046196E0,2.500000000E0
6.246815673E2,6.518052262E1,2.532550554E1,-4.390924757E0,1.659999967E0,1.771000061E2,9.935046196E0,2.500000000E0
6.256814976E2,6.518050851E1,2.532550491E1,-4.508593580E0,1.669999957E0,1.828999939E2,9.935046196E0,2.500000000E0
6.266817691E2,6.518049438E1,2.532550326E1,-4.441997475E0,1.669999957E0,1.818000031E2,9.935046196E0,2.500000000E0
6.276821380E2,6.518047998E1,2.532550036E1,-4.364109997E0,1.610000014E0,1.823000031E2,9.935046196E0,2.500000000E0
6.286817650E2,6.518046493E1,2.532549864E1,-4.216275651E0,1.629999995E0,1.828999939E2,9.935046196E0,2.500000000E0
6.296819675E2,6.518044971E1,2.532549684E1,-4.356221998E0,1.610000014E0,1.838000031E2,9.935046196E0,2.500000000E0
6.306816089E2,6.518043435E1,2.532549600E1,-4.536634379E0,1.629999995E0,1.836999969E2,9.935046196E0,2.500000000E0
6.316817770E2,6.518041927E1,2.532549080E1,-4.802741191E0,1.620000005E0,1.876000061E2,9.935046196E0,2.500000000E0
6.326820522E2,6.518040505E1,2.532548386E1,-4.725465018E0,1.659999967E0,1.886999969E2,9.935046196E0,2.500000000E0
6.336822630E2,6.518039065E1,2.532547974E1,-4.658564128E0,1.580000043E0,1.858000031E2,9.935046196E0,2.500000000E0
6.346819969E2,6.518037577E1,2.532547554E1,-4.554065358E0,1.649999976E0,1.878000031E2,9.935046196E0,2.500000000E0
6.356819723E2,6.518036191E1,2.532547079E1,-4.257062336E0,1.600000024E0,1.911000061E2,9.935046196E0,2.500000000E0
6.366816842E2,6.518034692E1,2.532546623E1,-4.270971790E0,1.590000033E0,1.881000061E2,9.935046196E0,2.500000000E0
6.376821545E2,6.518033271E1,2.532545955E1,-3.951324960E0,1.529999971E0,1.891999969E2,9.935046196E0,2.500000000E0
6.386814418E2,6.518031908E1,2.532545294E1,-4.043421571E0,1.470000029E0,1.928000031E2,9.935046196E0,2.500000000E0
6.396818982E2,6.518030542E1,2.532544468E1,-4.011128871E0,1.610000014E0,1.951000061E2,9.935046196E0,2.500000000E0
6.406822391E2,6.518029271E1,2.532543971E1,-3.872573739E0,1.480000019E0,1.911000061E2,9.935046196E0,2.500000000E0
6.416820303E2,6.518027965E1,2.532543311E1,-3.978281473E0,1.500000000E0,1.936999969E2,9.935046196E0,2.500000000E0
6.426817880E2,6.518026605E1,2.532542241E1,-3.956487371E0,1.509999990E0,1.948999939E2,9.935046196E0,2.500000000E0
6.436815430E2,6.518025226E1,2.532541373E1,-3.804382682E0,1.519999981E0,1.923000031E2,9.935046196E0,2.500000000E0
6.446815857E2,6.518023884E1,2.532540625E1,-3.837519623E0,1.480000019E0,1.910000000E2,9.935046196E0,2.500000000E0
