"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.176818591E2,6.518553485E1,2.532093588E1,-5.004243029E0,1.259999990E0,1.771999969E2,9.935046196E0,2.500000000E0
2.186819878E2,6.518552313E1,2.532093909E1,-5.060999087E0,1.250000000E0,1.733000031E2,9.935046196E0,2.500000000E0
2.196818225E2,6.518551195E1,2.532094600E1,-4.737871800E0,1.220000029E0,1.685000000E2,9.935046196E0,2.500000000E0
2.206820977E2,6.518550093E1,2.532094935E1,-5.081920663E0,1.210000038E0,1.731000061E2,9.935046196E0,2.500000000E0
2.216815559E2,6.518548908E1,2.532095308E1,-5.127629179E0,1.269999981E0,1.741999969E2,9.935046196E0,2.500000000E0
2.226815298E2,6.518547757E1,2.532095196E1,-5.456053769E0,1.279999971E0,1.786000061E2,9.935046196E0,2.500000000E0
2.236818339E2,6.518546702E1,2.532095304E1,-5.424737154E0,1.240000010E0,1.735000000E2,9.935046196E0,2.500000000E0
2.246823150E2,6.518545633E1,2.532095389E1,-5.165637316E0,1.259999990E0,1.731999969E2,9.935046196E0,2.500000000E0
2.256818502E2,6.518544493E1,2.532095640E1,-5.042767224E0,1.230000019E0,1.701000061E2,9.935046196E0,2.500000000E0
2.266817928E2,6.518543374E1,2.532095844E1,-5.197973514E0,1.210000038E0,1.663000031E2,9.935046196E0,2.500000000E0
2.276817879E2,6.518542256E1,2.532096034E1,-5.209197905E0,1.240000010E0,1.666999969E2,9.935046196E0,2.500000000E0
2.286813514E2,6.518541149E1,2.532096265E1,-5.043237204E0,1.139999986E0,1.658000031E2,9.935046196E0,2.500000000E0
2.296818116E2,6.518539939E1,2.532096731E1,-4.945756915E0,1.269999981E0,1.683000031E2,9.935046196E0,2.500000000E0
2.306819789E2,6.518538755E1,2.532097407E1,-5.034372491E0,1.250000000E0,1.661999969E2,9.935046196E0,2.500000000E0
2.316816513E2,6.518537611E1,2.532098124E1,-5.016359763E0,1.230000019E0,1.653000031E2,9.935046196E0,2.500000000E0
2.326820250E2,6.518536447E1,2.532098658E1,-4.850459148E0,1.279999971E0,1.695000000E2,9.935046196E0,2.500000000E0
2.336817816E2,6.518535309E1,2.532099096E1,-4.948230750E0,1.240000010E0,1.695000000E2,9.935046196E0,2.500000000E0
2.346813540E2,6.518534158E1,2.532099654E1,-4.884930247E0,1.269999981E0,1.691000061E2,9.935046196E0,2.500000000E0
2.356822815E2,6.518533056E1,2.532100475E1,-4.867588892E0,1.200000048E0,1.598999939E2,9.935046196E0,2.500000000E0
2.366823430E2,6.518531929E1,2.532101214E1,-4.795804230E0,1.220000029E0,1.630000000E2,9.935046196E0,2.500000000E0
2.376819683E2,6.518530874E1,2.532102173E1,-4.818196699E0,1.250000000E0,1.598999939E2,9.935046196E0,2.500000000E0
2.386814851E2,6.518529886E1,2.532103240E1,-4.794507729E0,1.269999981E0,1.585000000E2,9.935046196E0,2.500000000E0
2.396820615E2,6.518528820E1,2.532104117E1,-4.977727959E0,1.379999995E0,1.641000061E2,9.935046196E0,2.500000000E0
2.406821177E2,6.518527889E1,2.532105094E1,-5.136473556E0,1.230000019E0,1.646000061E2,9.935046196E0,2.500000000E0
2.416817872E2,6.518526889E1,2.532105826E1,-5.162895120E0,1.279999971E0,1.688000031E2,9.935046196E0,2.500000000E0
2.426819581E2,6.518525882E1,2.532106461E1,-5.069077601E0,1.289999962E0,1.620000000E2,9.935046196E0,2.500000000E0
2.436819923E2,6.518524886E1,2.532107274E1,-5.051675767E0,1.200000048E0,1.585000000E2,9.935046196E0,2.500000000E0
2.446822752E2,6.518523842E1,2.532108125E1,-5.019442063E0,1.179999948E0,1.595000000E2,9.935046196E0,2.500000000E0
2.456815553E2,6.518522829E1,2.532108937E1,-4.831935164E0,1.159999967E0,1.613000031E2,9.935046196E0,2.500000000E0
2.466819021E2,6.518521750E1,2.532109801E1,-4.626300377E0,1.220000029E0,1.598000031E2,9.935046196E0,2.500000000E0
2.476817354E2,6.518520601E1,2.532110421E1,-4.727184321E0,1.289999962E0,1.666000061E2,9.935046196E0,2.500000000E0
2.486823513E2,6.518519488E1,2.532111024E1,-4.831303348E0,1.289999962E0,1.653000031E2,9.935046196E0,2.500000000E0
2.496813479E2,6.518518508E1,2.532111676E1,-4.931943937E0,1.190000057E0,1.655000000E2,9.935046196E0,2.500000000E0
2.506820159E2,6.518517420E1,2.532112509E1,-4.731497161E0,1.279999971E0,1.646999969E2,9.935046196E0,2.500000000E0
2.516821903E2,6.518516327E1,2.532113195E1,-4.698836323E0,1.259999990E0,1.650000000E2,9.935046196E0,2.500000000E0
2.526820597E2,6.518515293E1,2.532113857E1,-4.684303278E0,1.210000038E0,1.631000061E2,9.935046196E0,2.500000000E0
2.536818126E2,6.518514228E1,2.532114460E1,-4.697968447E0,1.210000038E0,1.633000031E2,9.935046196E0,2.500000000E0
2.546817875E2,6.518513141E1,2.532115337E1,-4.540368260E0,1.240000010E0,1.595000000E2,9.935046196E0,2.500000000E0
2.556822876E2,6.518511934E1,2.532116048E1,-4.404923588E0,1.399999976E0,1.646000061E2,9.935046196E0,2.500000000E0
2.566815425E2,6.518510888E1,2.532117084E1,-4.472665060E0,1.340000033E0,1.603000031E2,9.935046196E0,2.500000000E0
2.576816015E2,6.518509851E1,2.532118158E1,-4.443604736E0,1.330000043E0,1.585000000E2,9.935046196E0,2.500000000E0
2.586816849E2,6.518508912E1,2.532119076E1,-4.613458823E0,1.279999971E0,1.610000000E2,9.935046196E0,2.500000000E0
2.596821712E2,6.518507816E1,2.532119901E1,-4.466967102E0,1.320000052E0,1.626999969E2,9.935046196E0,2.500000000E0
2.606816010E2,6.518506729E1,2.532120918E1,-4.408975986E0,1.269999981E0,1.591999969E2,9.935046196E0,2.500000000E0
2.616815890E2,6.518505667E1,2.532121870E1,-4.378511994E0,1.259999990E0,1.586999969E2,9.935046196E0,2.500000000E0
2.626816473E2,6.518504667E1,2.532123091E1,-4.619593140E0,1.289999962E0,1.561999969E2,9.935046196E0,2.500000000E0
2.636819447E2,6.518503651E1,2.532124140E1,-4.711565693E0,1.259999990E0,1.560000000E2,9.935046196E0,2.500000000E0
2.646820336E2,6.518502637E1,2.532125479E1,-4.762277860E0,1.269999981E0,1.515000000E2,9.935046196E0,2.500000000E0
2.656815436E2,6.518501560E1,2.532126866E1,-4.551392924E0,1.299999952E0,1.533999939E2,9.935046196E0,2.500000000E0
2.666816490E2,6.518500564E1,2.532128301E1,-4.430596184E0,1.289999962E0,1.503999939E2,9.935046196E0,2.500000000E0
2.676818053E2,6.518499496E1,2.532129621E1,-4.674118178E0,1.259999990E0,1.523000031E2,9.935046196E0,2.500000000E0
2.686817590E2,6.518498402E1,2.532130733E1,-4.776832388E0,1.309999943E0,1.523000031E2,9.935046196E0,2.500000000E0
2.696821660E2,6.518497339E1,2.532132131E1,-4.718657461E0,1.289999962E0,1.486000061E2,9.935046196E0,2.500000000E0
2.706820898E2,6.518496316E1,2.532133316E1,-4.595480758E0,1.220000029E0,1.528999939E2,9.935046196E0,2.500000000E0
2.716823165E2,6.518495296E1,2.532134559E1,-4.558851796E0,1.240000010E0,1.515000000E2,9.935046196E0,2.500000000E0
2.726817745E2,6.518494244E1,2.532135896E1,-4.369390437E0,1.259999990E0,1.485000000E2,9.935046196E0,2.500000000E0
2.736819801E2,6.518493294E1,2.532137319E1,-4.171323450E0,1.240000010E0,1.470000000E2,9.935046196E0,2.500000000E0
2.746815843E2,6.518492489E1,2.532138983E1,-4.012380208E0,1.230000019E0,1.415000000E2,9.935046196E0,2.500000000E0
2.756821048E2,6.518491546E1,2.532140551E1,-4.039959915E0,1.320000052E0,1.476999969E2,9.935046196E0,2.500000000E0
2.766819166E2,6.518490481E1,2.532141880E1,-4.048069309E0,1.330000043E0,1.506999969E2,9.935046196E0,2.500000000E0
2.776814047E2,6.518489459E1,2.532143417E1,-4.541468995E0,1.269999981E0,1.493999939E2,9.935046196E0,2.500000000E0
2.786815109E2,6.518488467E1,2.532144855E1,-4.557635163E0,1.279999971E0,1.533999939E2,9.935046196E0,2.500000000E0
2.796820517E2,6.518487599E1,2.532146314E1,-4.571238436E0,1.240000010E0,1.503999939E2,9.935046196E0,2.500000000E0
2.806819340E2,6.518486513E1,2.532147644E1,-4.705690496E0,1.289999962E0,1.506000061E2,9.935046196E0,2.500000000E0
2.816813329E2,6.518485525E1,2.532149044E1,-4.781427080E0,1.269999981E0,1.480000000E2,9.935046196E0,2.500000000E0
2.826820492E2,6.518484575E1,2.532150341E1,-4.961351092E0,1.230000019E0,1.490000000E2,9.935046196E0,2.500000000E0
2.836819286E2,6.518483657E1,2.532151886E1,-4.758706367E0,1.169999957E0,1.443000031E2,9.935046196E0,2.500000000E0
2.846816280E2,6.518482583E1,2.532153378E1,-4.495514094E0,1.320000052E0,1.516000061E2,9.935046196E0,2.500000000E0
2.856822406E2,6.518481532E1,2.532154849E1,-4.415915732E0,1.309999943E0,1.478999939E2,9.935046196E0,2.500000000E0
2.866813580E2,6.518480517E1,2.532156276E1,-4.451429954E0,1.289999962E0,1.466999969E2,9.935046196E0,2.500000000E0
2.876816755E2,6.518479470E1,2.532157561E1,-4.263189440E0,1.320000052E0,1.501999969E2,9.935046196E0,2.500000000E0
2.886821571E2,6.518478426E1,2.532158812E1,-4.146054972E0,1.250000000E0,1.513000031E2,9.935046196E0,2.500000000E0
2.896816797E2,6.518477464E1,2.532159986E1,-4.132497747E0,1.269999981E0,1.506000061E2,9.935046196E0,2.500000000E0
2.906822528E2,6.518476535E1,2.532161059E1,-4.213301260E0,1.289999962E0,1.483000031E2,9.935046196E0,2.500000000E0
2.916817643E2,6.518475613E1,2.532162515E1,-4.392492648E0,1.240000010E0,1.476000061E2,9.935046196E0,2.500000000E0
2.926817487E2,6.518474634E1,2.532163979E1,-4.329679336E0,1.269999981E0,1.483999939E2,9.935046196E0,2.500000000E0
2.936819548E2,6.518473616E1,2.532165333E1,-4.167867043E0,1.279999971E0,1.496000061E2,9.935046196E0,2.500000000E0
2.946816155E2,6.518472678E1,2.532166842E1,-4.087414680E0,1.309999943E0,1.475000000E2,9.935046196E0,2.500000000E0
2.956821805E2,6.518471798E1,2.532168526E1,-3.988285474E0,1.289999962E0,1.456999969E2,9.935046196E0,2.500000000E0
2.966818725E2,6.518470851E1,2.532170146E1,-4.156612122E0,1.309999943E0,1.463000031E2,9.935046196E0,2.500000000E0
2.976820098E2,6.518469944E1,2.532171636E1,-4.351977830E0,1.269999981E0,1.456000061E2,9.935046196E0,2.500000000E0
2.986820416E2,6.518469068E1,2.532172725E1,-4.687664391E0,1.250000000E0,1.511000061E2,9.935046196E0,2.500000000E0
2.996815761E2,6.518468059E1,2.532173826E1,-4.611668124E0,1.250000000E0,1.496000061E2,9.935046196E0,2.500000000E0
3.006820930E2,6.518467066E1,2.532175280E1,-4.645351347E0,1.360000014E0,1.515000000E2,9.935046196E0,2.500000000E0
3.016822097E2,6.518466175E1,2.532176904E1,-4.792743212E0,1.259999990E0,1.446000061E2,9.935046196E0,2.500000000E0
3.026815355E2,6.518465303E1,2.532178249E1,-5.034862343E0,1.210000038E0,1.461999969E2,9.935046196E0,2.500000000E0
3.036817864E2,6.518464449E1,2.532179720E1,-5.127994475E0,1.269999981E0,1.491999969E2,9.935046196E0,2.500000000E0
3.046813954E2,6.518463521E1,2.532181279E1,-5.131587467E0,1.269999981E0,1.463999939E2,9.935046196E0,2.500000000E0
3.056818326E2,6.518462446E1,2.532182608E1,-5.056627970E0,1.299999952E0,1.521000061E2,9.935046196E0,2.500000000E0
3.066817022E2,6.518461302E1,2.532184188E1,-5.123635352E0,1.370000005E0,1.501999969E2,9.935046196E0,2.500000000E0
3.076821677E2,6.518460237E1,2.532185756E1,-5.227386324E0,1.269999981E0,1.483999939E2,9.935046196E0,2.500000000E0
3.086815330E2,6.518459204E1,2.532186998E1,-5.231162580E0,1.200000048E0,1.526999969E2,9.935046196E0,2.500000000E0
3.096820005E2,6.518458204E1,2.532188320E1,-5.268141955E0,1.220000029E0,1.481999969E2,9.935046196E0,2.500000000E0
3.106817601E2,6.518457188E1,2.532189549E1,-5.207587271E0,1.279999971E0,1.521999969E2,9.935046196E0,2.500000000E0
3.116821078E2,6.518456180E1,2.532190919E1,-5.325071873E0,1.230000019E0,1.501000061E2,9.935046196E0,2.500000000E0
3.126822700E2,6.518455177E1,2.532192113E1,-5.483694578E0,1.190000057E0,1.456999969E2,9.935046196E0,2.500000000E0
3.136815285E2,6.518454226E1,2.532193417E1,-5.522017014E0,1.190000057E0,1.465000000E2,9.935046196E0,2.500000000E0
3.146821382E2,6.518453152E1,2.532194929E1,-5.535741208E0,1.269999981E0,1.470000000E2,9.935046196E0,2.500000000E0
3.156816626E2,6.518452229E1,2.532196447E1,-5.292202970E0,1.220000029E0,1.483999939E2,9.935046196E0,2.500000000E0
3.166821788E2,6.518451212E1,2.532198010E1,-5.389972752E0,1.299999952E0,1.461000061E2,9.935046196E0,2.500000000E0
3.176816709E2,6.518450268E1,2.532199383E1,-5.553050934E0,1.220000029E0,1.480000000E2,9.935046196E0,2.500000000E0
3.186820694E2,6.518449383E1,2.532200809E1,-5.568973538E0,1.240000010E0,1.501999969E2,9.935046196E0,2.500000000E0
3.196815979E2,6.518448446E1,2.532201975E1,-5.547970174E0,1.269999981E0,1.545000000E2,9.935046196E0,2.500000000E0
3.206815258E2,6.518447454E1,2.532203170E1,-5.626209633E0,1.279999971E0,1.500000000E2,9.935046196E0,2.500000000E0
3.216817904E2,6.518446490E1,2.532204537E1,-5.328777474E0,1.269999981E0,1.471999969E2,9.935046196E0,2.500000000E0
3.226817671E2,6.518445524E1,2.532205820E1,-5.310886503E0,1.190000057E0,1.453999939E2,9.935046196E0,2.500000000E0
3.236817628E2,6.518444618E1,2.532206960E1,-5.437832571E0,1.179999948E0,1.451000061E2,9.935046196E0,2.500000000E0
3.246814291E2,6.518443686E1,2.532208274E1,-5.259602350E0,1.269999981E0,1.471999969E2,9.935046196E0,2.500000000E0
3.256823351E2,6.518442639E1,2.532209519E1,-5.267284783E0,1.320000052E0,1.518999939E2,9.935046196E0,2.500000000E0
3.266816078E2,6.518441622E1,2.532210859E1,-5.361453978E0,1.289999962E0,1.505000000E2,9.935046196E0,2.500000000E0
3.276820738E2,6.518440622E1,2.532212022E1,-5.364009873E0,1.240000010E0,1.476000061E2,9.935046196E0,2.500000000E0
3.286815222E2,6.518439533E1,2.532213409E1,-5.464465224E0,1.279999971E0,1.486000061E2,9.935046196E0,2.500000000E0
3.296818075E2,6.518438495E1,2.532214818E1,-5.299417855E0,1.279999971E0,1.471999969E2,9.935046196E0,2.500000000E0
3.306814669E2,6.518437433E1,2.532216108E1,-5.227815448E0,1.309999943E0,1.501000061E2,9.935046196E0,2.500000000E0
3.316820702E2,6.518436458E1,2.532217655E1,-5.425072786E0,1.289999962E0,1.463000031E2,9.935046196E0,2.500000000E0
3.326813091E2,6.518435503E1,2.532219118E1,-5.545059899E0,1.269999981E0,1.478999939E2,9.935046196E0,2.500000000E0
3.336814945E2,6.518434571E1,2.532220730E1,-5.639808769E0,1.220000029E0,1.471000061E2,9.935046196E0,2.500000000E0
3.346822636E2,6.518433651E1,2.532222346E1,-5.566649976E0,1.230000019E0,1.481000061E2,9.935046196E0,2.500000000E0
3.356815662E2,6.518432645E1,2.532223844E1,-5.489493203E0,1.299999952E0,1.518999939E2,9.935046196E0,2.500000000E0
3.366815853E2,6.518431721E1,2.532225405E1,-5.608198523E0,1.320000052E0,1.478999939E2,9.935046196E0,2.500000000E0
3.376816708E2,6.518430854E1,2.532226951E1,-5.755377065E0,1.309999943E0,1.513000031E2,9.935046196E0,2.500000000E0
3.386816441E2,6.518430032E1,2.532228457E1,-5.834318617E0,1.200000048E0,1.490000000E2,9.935046196E0,2.500000000E0
3.396818007E2,6.518429175E1,2.532229999E1,-5.659719874E0,1.230000019E0,1.491999969E2,9.935046196E0,2.500000000E0
3.406821082E2,6.518428228E1,2.532231485E1,-5.615797069E0,1.250000000E0,1.503999939E2,9.935046196E0,2.500000000E0
3.416819159E2,6.518427155E1,2.532232660E1,-5.584172885E0,1.360000014E0,1.538999939E2,9.935046196E0,2.500000000E0
3.426818867E2,6.518426194E1,2.532234061E1,-5.465146434E0,1.230000019E0,1.508999939E2,9.935046196E0,2.500000000E0
3.436822210E2,6.518425195E1,2.532235356E1,-5.277150294E0,1.259999990E0,1.526000061E2,9.935046196E0,2.500000000E0
3.446817258E2,6.518424215E1,2.532236595E1,-5.234662184E0,1.269999981E0,1.506999969E2,9.935046196E0,2.500000000E0
3.456820209E2,6.518423242E1,2.532237752E1,-5.356236788E0,1.289999962E0,1.531999969E2,9.935046196E0,2.500000000E0
3.466815025E2,6.518422268E1,2.532238924E1,-5.411771316E0,1.299999952E0,1.518000031E2,9.935046196E0,2.500000000E0
3.476819768E2,6.518421280E1,2.532240278E1,-5.321309284E0,1.250000000E0,1.506999969E2,9.935046196E0,2.500000000E0
3.486814685E2,6.518420218E1,2.532241460E1,-5.163037193E0,1.240000010E0,1.520000000E2,9.935046196E0,2.500000000E0
3.496817800E2,6.518419222E1,2.532242667E1,-5.095463624E0,1.259999990E0,1.523000031E2,9.935046196E0,2.500000000E0
3.506814361E2,6.518418273E1,2.532244033E1,-5.134152155E0,1.250000000E0,1.496000061E2,9.935046196E0,2.500000000E0
3.516819194E2,6.518417320E1,2.532245414E1,-5.198841610E0,1.289999962E0,1.498999939E2,9.935046196E0,2.500000000E0
3.526816167E2,6.518416352E1,2.532246786E1,-5.303203860E0,1.230000019E0,1.493000031E2,9.935046196E0,2.500000000E0
3.536817784E2,6.518415396E1,2.532248114E1,-5.130832868E0,1.230000019E0,1.508999939E2,9.935046196E0,2.500000000E0
3.546820122E2,6.518414361E1,2.532249620E1,-4.979884431E0,1.309999943E0,1.493999939E2,9.935046196E0,2.500000000E0
3.556813233E2,6.518413331E1,2.532251101E1,-4.906389687E0,1.309999943E0,1.480000000E2,9.935046196E0,2.500000000E0
3.566823503E2,6.518412307E1,2.532252569E1,-4.938790998E0,1.299999952E0,1.496999969E2,9.935046196E0,2.500000000E0
3.576817048E2,6.518411306E1,2.532254024E1,-5.193421457E0,1.330000043E0,1.516000061E2,9.935046196E0,2.500000000E0
3.586822713E2,6.518410428E1,2.532255477E1,-5.332268851E0,1.200000048E0,1.485000000E2,9.935046196E0,2.500000000E0
3.596813257E2,6.518409454E1,2.532256814E1,-5.203659957E0,1.279999971E0,1.526000061E2,9.935046196E0,2.500000000E0
3.606819594E2,6.518408416E1,2.532258296E1,-5.200477671E0,1.320000052E0,1.488999939E2,9.935046196E0,2.500000000E0
3.616822313E2,6.518407392E1,2.532259713E1,-5.287810735E0,1.309999943E0,1.500000000E2,9.935046196E0,2.500000000E0
3.626814860E2,6.518406418E1,2.532261247E1,-5.381491453E0,1.309999943E0,1.485000000E2,9.935046196E0,2.500000000E0
3.636820309E2,6.518405393E1,2.532262752E1,-5.312147075E0,1.309999943E0,1.493999939E2,9.935046196E0,2.500000000E0
3.646815119E2,6.518404462E1,2.532264440E1,-5.253728068E0,1.269999981E0,1.428999939E2,9.935046196E0,2.500000000E0
3.656818199E2,6.518403391E1,2.532265764E1,-5.233822327E0,1.309999943E0,1.516999969E2,9.935046196E0,2.500000000E0
3.666813181E2,6.518402396E1,2.532267273E1,-5.370410710E0,1.269999981E0,1.473999939E2,9.935046196E0,2.500000000E0
3.676817541E2,6.518401396E1,2.532268856E1,-5.452982794E0,1.389999986E0,1.496000061E2,9.935046196E0,2.500000000E0
3.686823074E2,6.518400469E1,2.532270293E1,-5.652682028E0,1.259999990E0,1.493000031E2,9.935046196E0,2.500000000E0
3.696822598E2,6.518399474E1,2.532271733E1,-5.862329643E0,1.289999962E0,1.491999969E2,9.935046196E0,2.640483379E0
3.706822968E2,6.518398451E1,2.532273288E1,-5.768754211E0,1.299999952E0,1.476999969E2,9.935046196E0,2.897566557E0
3.716817636E2,6.518397454E1,2.532274588E1,-5.583168966E0,1.289999962E0,1.513999939E2,9.935046196E0,2.704643011E0
3.726820770E2,6.518396430E1,2.532275950E1,-5.459534134E0,1.289999962E0,1.496000061E2,3.790092468E0,2.500000000E0
3.736822161E2,6.518395417E1,2.532277464E1,-5.449638041E0,1.309999943E0,1.483000031E2,3.790092468E0,2.500000000E0
3.746814619E2,6.518394416E1,2.532279004E1,-5.568495616E0,1.279999971E0,1.470000000E2,3.790092468E0,2.500000000E0
3.756816060E2,6.518393385E1,2.532280268E1,-5.734350707E0,1.230000019E0,1.486000061E2,3.790092468E0,2.500000000E0
3.766817546E2,6.518392328E1,2.532281718E1,-5.583524356E0,1.269999981E0,1.476000061E2,3.790092468E0,2.500000000E0
3.776815412E2,6.518391318E1,2.532283344E1,-5.423847764E0,1.309999943E0,1.441000061E2,3.790092468E0,2.500000000E0
3.786817407E2,6.518390353E1,2.532285070E1,-5.356029093E0,1.309999943E0,1.433999939E2,3.790092468E0,2.500000000E0
3.796818445E2,6.518389488E1,2.532286677E1,-5.608859378E0,1.250000000E0,1.438999939E2,3.790092468E0,2.500000000E0
3.806820791E2,6.518388648E1,2.532288134E1,-5.723567556E0,1.210000038E0,1.448999939E2,3.790092468E0,2.500000000E0
3.816815269E2,6.518387747E1,2.532289325E1,-5.745258424E0,1.200000048E0,1.488000031E2,3.790092468E0,2.500000000E0
3.826817018E2,6.518386824E1,2.532290676E1,-5.617382185E0,1.259999990E0,1.493999939E2,3.790092468E0,2.500000000E0
3.836813088E2,6.518385854E1,2.532292071E1,-5.640750730E0,1.259999990E0,1.478000031E2,3.790092468E0,2.500000000E0
3.846823008E2,6.518384969E1,2.532293553E1,-5.684047494E0,1.200000048E0,1.441000061E2,3.790092468E0,2.500000000E0
3.856814892E2,6.518384061E1,2.532295299E1,-5.650164616E0,1.210000038E0,1.421999969E2,3.790092468E0,2.500000000E0
3.866816020E2,6.518383067E1,2.532297051E1,-5.562875529E0,1.350000024E0,1.448999939E2,3.790092468E0,2.500000000E0
3.876813175E2,6.518382095E1,2.532299022E1,-5.605865621E0,1.509999990E0,1.431999969E2,3.790092468E0,2.500000000E0
3.886814252E2,6.518381013E1,2.532300884E1,-5.625845139E0,1.590000033E0,1.463000031E2,3.790092468E0,2.500000000E0
3.896818758E2,6.518379888E1,2.532302701E1,-5.667797194E0,1.590000033E0,1.453999939E2,3.790092468E0,2.500000000E0
3.906821836E2,6.518378724E1,2.532304683E1,-5.812898110E0,1.649999976E0,1.418999939E2,3.790092468E0,2.500000000E0
3.916818602E2,6.518377520E1,2.532306400E1,-5.937613656E0,1.590000033E0,1.443000031E2,3.790092468E0,2.500000000E0
3.926820752E2,6.518376345E1,2.532308102E1,-6.278668492E0,1.580000043E0,1.470000000E2,3.790092468E0,2.500000000E0
3.936822335E2,6.518375095E1,2.532309673E1,-6.171664152E0,1.600000024E0,1.501999969E2,3.790092468E0,2.500000000E0
3.946815227E2,6.518374054E1,2.532311651E1,-6.176812085E0,1.509999990E0,1.396999969E2,3.790092468E0,2.697870255E0
3.956819652E2,6.518372940E1,2.532313485E1,-6.149153566E0,1.529999971E0,1.451999969E2,3.790092468E0,2.922015190E0
3.966816433E2,6.518371758E1,2.532315343E1,-6.003147483E0,1.509999990E0,1.465000000E2,3.790092468E0,3.159421682E0
3.976820951E2,6.518370618E1,2.532317075E1,-6.043543253E0,1.519999981E0,1.441000061E2,3.790092468E0,3.364645958E0
3.986820912E2,6.518369474E1,2.532318820E1,-5.981369395E0,1.529999971E0,1.475000000E2,3.790092468E0,3.562495232E0
3.996815773E2,6.518368275E1,2.532320612E1,-5.739080412E0,1.549999952E0,1.486000061E2,3.790092468E0,3.273487568E0
4.006822076E2,6.518367109E1,2.532322550E1,-5.801936544E0,1.490000010E0,1.456000061E2,3.854552984E0,3.639617443E0
4.016817308E2,6.518365975E1,2.532324431E1,-6.060624259E0,1.490000010E0,1.448999939E2,3.950206041E0,3.815069199E0
4.026818674E2,6.518364824E1,2.532326570E1,-6.052496145E0,1.570000052E0,1.428999939E2,4.066446781E0,3.986973286E0
4.036821806E2,6.518363693E1,2.532328826E1,-5.975947469E0,1.529999971E0,1.421000061E2,4.177666187E0,4.145259857E0
4.046814889E2,6.518362529E1,2.532330994E1,-5.942642226E0,1.570000052E0,1.423000031E2,4.288622856E0,4.308644772E0
4.056814909E2,6.518361384E1,2.532333316E1,-5.810215652E0,1.570000052E0,1.388999939E2,4.416301250E0,4.458634377E0
4.066815932E2,6.518360365E1,2.532335523E1,-5.937372482E0,1.509999990E0,1.393999939E2,4.487796783E0,4.565931320E0
4.076816772E2,6.518359212E1,2.532337638E1,-5.983626736E0,1.570000052E0,1.443000031E2,4.108793736E0,3.965509653E0
4.086821404E2,6.518358039E1,2.532339638E1,-5.997837682E0,1.570000052E0,1.443000031E2,3.790092468E0,2.642716646E0
4.096814380E2,6.518356835E1,2.532341631E1,-6.128808741E0,1.549999952E0,1.436999969E2,3.790092468E0,2.897165298E0
4.106815175E2,6.518355654E1,2.532343648E1,-6.134779864E0,1.580000043E0,1.445000000E2,3.790092468E0,2.500000000E0
4.116814851E2,6.518354435E1,2.532345505E1,-6.115940351E0,1.580000043E0,1.481999969E2,3.790092468E0,2.500000000E0
4.126815523E2,6.518353220E1,2.532347361E1,-6.296441681E0,1.549999952E0,1.466999969E2,3.790092468E0,2.745259047E0
4.136817472E2,6.518351994E1,2.532349129E1,-6.164595734E0,1.529999971E0,1.483999939E2,3.790092468E0,3.011102915E0
4.146821122E2,6.518350767E1,2.532350889E1,-6.119755416E0,1.509999990E0,1.488000031E2,3.790092468E0,3.256347895E0
4.156816347E2,6.518349470E1,2.532352634E1,-6.061273419E0,1.620000005E0,1.508000031E2,3.891717434E0,3.482941628E0
4.166822061E2,6.518348168E1,2.532354500E1,-5.947584837E0,1.559999943E0,1.478000031E2,4.019767284E0,3.692382336E0
4.176817486E2,6.518346864E1,2.532356261E1,-5.764072254E0,1.580000043E0,1.486000061E2,4.124046803E0,3.886860609E0
4.186821269E2,6.518345657E1,2.532358061E1,-5.844140398E0,1.549999952E0,1.458999939E2,3.854053736E0,3.479380846E0
4.196815048E2,6.518344490E1,2.532359851E1,-5.846266872E0,1.519999981E0,1.461000061E2,3.976526260E0,3.703382015E0
4.206817911E2,6.518343262E1,2.532361751E1,-5.929630593E0,1.580000043E0,1.466000061E2,4.088684559E0,3.903520584E0
4.216815806E2,6.518342099E1,2.532363730E1,-5.631921474E0,1.549999952E0,1.465000000E2,4.231552124E0,4.141473770E0
4.226814241E2,6.518341006E1,2.532365730E1,-5.818587662E0,1.539999962E0,1.411000061E2,4.368688107E0,4.344231606E0
4.236817724E2,6.518339743E1,2.532367551E1,-5.659763879E0,1.629999995E0,1.478999939E2,4.484112740E0,4.506081104E0
4.246813633E2,6.518338539E1,2.532369369E1,-5.661096650E0,1.559999943E0,1.436000061E2,4.595242977E0,4.733086109E0
4.256815089E2,6.518337331E1,2.532371260E1,-5.658767135E0,1.580000043E0,1.471999969E2,4.713243961E0,4.862657070E0
4.266816318E2,6.518336067E1,2.532373087E1,-5.620182592E0,1.559999943E0,1.471999969E2,4.822704792E0,4.960532665E0
4.276820370E2,6.518334823E1,2.532374915E1,-5.727197514E0,1.549999952E0,1.478999939E2,4.901981354E0,5.038728237E0
4.286822463E2,6.518333502E1,2.532376729E1,-5.752058759E0,1.639999986E0,1.495000000E2,4.925531387E0,5.136045933E0
4.296814342E2,6.518332278E1,2.532378672E1,-5.749515428E0,1.570000052E0,1.443999939E2,5.019847393E0,5.208281040E0
4.306814448E2,6.518330979E1,2.532380434E1,-5.646386174E0,1.620000005E0,1.493999939E2,5.074914455E0,5.276115894E0
